"ID","MonthlyIncome"
1034,2165.94686560076
1035,5991.99739361394
1036,1859.07758222022
1037,5645.08182386275
1038,10389.5177427612
1039,9886.73884874206
1040,6167.35541962759
1041,1677.8090738423
1042,2246.5796254184
1043,10229.3951540952
1044,6524.63589384929
1045,2024.27890896198
1046,2303.58926719398
1047,6013.47225141287
1048,9720.68507179247
1049,1926.76014954388
1050,5953.82819145122
1051,11326.3658036889
1052,2054.01563026792
1053,6203.65080197779
1054,2455.91447978452
1055,2331.52342710732
1056,2530.42428308131
1057,6358.82257004255
1058,13940.0629310084
1059,6614.9227445543
1060,2452.04318731982
1061,6490.95030431565
1062,6312.82080147856
1063,6394.61740927493
1064,2072.23118415636
1065,6268.44548865486
1066,2327.95417049527
1067,3382.73016146609
1068,18660.5556118413
1069,5885.31430201951
1070,2166.0855710902
1071,2450.64867391751
1072,5964.47759066145
1073,2066.67362226356
1074,6083.75885955998
1075,6027.82895751925
1076,14674.8703874077
1077,18195.8369757769
1078,6119.100664108
1079,6053.59589358799
1080,6654.93329804924
1081,2464.76315886277
1082,2097.61895343949
1083,2198.99245629536
1084,6342.58845662884
1085,9208.27018433005
1086,9933.45536311697
1087,6424.81666395808
1088,2391.41492603353
1089,2262.17298093188
1090,5639.30566573206
1091,5626.23834032098
1092,5758.83228276626
1093,9791.42797837309
1094,5943.09806018246
1095,6049.13462009949
1096,6261.65454038917
1097,3089.30311531252
1098,2134.33273698748
1099,2238.93457143151
1100,5908.80767049581
1101,17841.2727516282
1102,6102.32852011343
1103,6411.96734018265
1104,11822.5463581366
1105,2754.74515721768
1106,2431.35454470372
1107,2230.52073071933
1108,6388.78874472756
1109,5572.51306293397
1110,5925.93424425481
1111,6191.69470611961
1112,10401.9017003208
1113,9999.34803218972
1114,6891.52099682808
1115,10398.2601982541
1116,2289.76034345879
1117,6841.59105353561
1118,5959.19607707758
1119,10802.605630951
1120,2271.39539890575
1121,10331.2685191508
1122,15319.3456744403
1123,5785.83835655477
1124,14365.7554253464
1125,2202.49188989183
1126,1939.74769621566
1127,2565.27874349283
1128,5917.80485129356
1129,14676.9331421231
1130,2156.01297977342
1131,10085.558973015
1132,14319.7434164373
1133,6402.08717116654
1134,2014.85338351227
1135,2569.94833339236
1136,2494.97144285025
1137,2877.79820866816
1138,6250.65899899785
1139,10039.2909148978
1140,13326.4371293323
1141,5623.08909343129
1142,6239.8785261682
1143,10814.9083137516
1144,6124.60083439459
1145,6765.86269250963
1146,6032.47220151555
1147,6180.7033075506
1148,2452.79465679996
1149,2425.6569534183
1150,6201.71346812027
1151,2096.86270962474
1152,6020.82180238548
1153,6625.03324638009
1154,1958.54391684469
1155,6013.09712915296
1156,14799.8537230279
1157,2514.60147418876
1158,6773.35509244023
1159,2025.53166392718
1160,6185.723183746
1161,2208.88961780723
1162,10299.3757933651
1163,1901.81473899567
1164,10485.4569739828
1165,2117.19985490416
1166,1768.78200010555
1167,10234.6280465014
1168,5857.15329705171
1169,2282.80104128448
1170,2079.5387281402
